message,datetime,user,message_id
$NIO $TSLA $AAPL $BA TO THE MOON! “Independent presidential candidate Kanye West has qualified for the General Election ballot in Oklahoma.”[URL],2020-07-15T23:50:33Z,2876524,228152016
"$SPY $AAPL $DAL $TSLA $AMZNPoor bears. We didn&39;t get the sub 27 VIX that i had hoped for, but today was another big day nonetheless (hopefully for everybody). Today we added +25% NAV to the trading account since inception on 6/1.Me: Harvard grad and full time portfolio manager and trader w/ 10+ yrs exp. I retired from my full time gig after paying off all of my UG/Grad loans at 31 from trading and investing income. I funded a $40k account with the intention of showing people how they could earn extra income and potentially retire early through learning how to trade properly too. I also post all of my trades so there isn&39;t any bullshit. Finished the sentiment report, If you want to subscribe to the free weekly and daily reports you can find my email listed on my account. Cheers.",2020-07-15T23:49:22Z,1563159,228151773
$AAPL 420 by EO next week? Thoughts?,2020-07-15T23:42:02Z,2826617,228150306
$AAPL lol if it opens over 400 shorts getting squeezed lmao  420 ? Perhaps,2020-07-15T23:37:44Z,2862490,228149471
@Rockgod123 lol only thing that beat AAL for me was when I bought $AAPL at the bottom.How is 45% not adequate reward?,2020-07-15T23:35:02Z,799734,228148977
$AAPL $SPY How low can he go?,2020-07-15T23:27:23Z,204553,228147372
$AAPL Volume analysis looks bullish. We should have at least another go at trying to break above $400 before Friday close.,2020-07-15T23:26:10Z,3206306,228147117
"$AAPL NEW ARTICLE : This ultimate stay-at-home play may run into trouble, but analyst Gene Munster debunks chatter Big Tech is primed for a pullback [URL]",2020-07-15T23:23:08Z,1555408,228146565
"$AAPL Oh no.these after hours are horrible! Let&39;s not be dumb everybody. Tomorrow push this into the green, and set it up around 394-ish for Friday to get it to 400!",2020-07-15T23:19:10Z,3260527,228145812
"$AAPL $AMZN $FB $MSFT $GOOG  :eye_in_speech_bubble: Layoffs are picking up. This list is just from THIS WEEK (STIMULUS will be CRUCIAL):●Textron announces layoffs in Wichita - 800 [URL] Announces Layoffs Amidst Slowing Market - 650 [URL] Gaming lays off at least 2,500 Las Vegas employees - 2500 [URL] of layoff notices sent to New York casino workers -2200 [URL] layoffs planned at Rivers Casino - 1000 layoffs [URL] workers facing layoffs at GM&39;s Wentzville Assembly [URL] Entertainment extends temporary layoffs for more than 600 employees to more than 6 [URL]",2020-07-15T23:16:38Z,900651,228145288
"$AAPL god damn , did Tim Cook die ?",2020-07-15T23:16:19Z,2862490,228145221
"$AAPL today the stage was set for this stock to break past Yesterday&39;s 399 high. From Vaccine news to winning a court case Target price getting raised twice in 5 weeks yet Market Makers had other plans, and i thought manipulation was only a Forex thing, dang.",2020-07-15T23:13:59Z,3504357,228144717
$AAPL $SPY Bears come get your boy.  bwahahahaha  :clown_face: ,2020-07-15T23:13:54Z,236839,228144695
$AAPL started to drop . we will see $350 by opening. then drop more to $300,2020-07-15T23:12:25Z,3696416,228144393
$AAPL 2007 was the last time apple had PE over 30. It maintained it for 3 quarters before the dropping over 50% in 2008,2020-07-15T23:11:36Z,3455984,228144224
$AAPL looking like a pull back ?.am should be fun,2020-07-15T23:10:07Z,1360489,228143949
$AAPL Sympathy dump ?,2020-07-15T23:07:34Z,204553,228143431
"$AAPL Wanted to get into option spreads but I got a question. If I am buying and selling a call at the same time, don&39;t I need collateral to sell the call? or do I not need it since I bought a call and those offset eachother in terms of collateral",2020-07-15T23:05:51Z,1132533,228143086
"$TSLA $TWTR $AAPL $MSFT yeah, there is going to be hell to pay $TWTR",2020-07-15T23:05:07Z,3256289,228142900
Apple Ruling Makes Silicon Valley’s Nightmare a Bit Less Scary  $NKE $AMZN $GOOGL $SBUX $AAPL [URL],2020-07-15T23:03:46Z,2762379,228142596
"$AAPL Sentiment is highly positive right now. News mentions: positive (46), negative (4), neutral (24) Sentiment score: +1.176 (scale of -1.5 to +1.5) Stock alerts, news, and research tools at tradethehalt.com",2020-07-15T23:01:05Z,2942797,228142071
$AAPL If you want to outperform the market by a mile over the investing term as suggested by the below year to date returns in a safe manner and generate wealth to finally say bye to your boss and do this for a living.[URL],2020-07-15T22:59:59Z,2804173,228141852
$AAPL has 410 written all over it . just need a solid $TSM earnings,2020-07-15T22:58:23Z,2862490,228141528
$SPY $AMD $TSLA $AAPL Glad you’re ok ! :thumbs_up: ,2020-07-15T22:55:47Z,161906,228140951
$SPY $AMD $TSLA $AAPL Sorry I’ve been gone! Been in the hospital all week! I’m good!,2020-07-15T22:55:13Z,1224331,228140809
$TWTR $TSLA $MSFT $AAPL How many private/secret DM&39;s are going to appear on the Internet tonight?,2020-07-15T22:52:13Z,909664,228140191
$AAPL I feel like everyone has iPhones.,2020-07-15T22:52:13Z,3124337,228140190
Twitter silences some verified accounts after wave of hacks  $TSLA $AMZN $MSFT $UBER $AAPL [URL],2020-07-15T22:47:22Z,2762379,228139120
Top 24 Hour Popularity Changes on RobinHood $MRNA $VEEV $AAPL $RIGL,2020-07-15T22:42:48Z,323598,228138108
$MRNA $SPY $AAPL Solid gains playing this beast on both sides &amp; using the puts as hedge in such volatile markets. Members locking gains left &amp; right.,2020-07-15T22:42:07Z,2873096,228137968
$AAPL $MSFT. Our guys are crushing it daily! Want to join the chatroom? Check out the link in the bio,2020-07-15T22:40:07Z,1302498,228137524
Most active order flow today$NKLA $IWM $AAPL $BA $BX stocks optionsflow options,2020-07-15T22:34:14Z,2245170,228136236
$SPCE $TSLA $NKLA $AAPL  flights coming right up! FAA announcement soon! Cabin reveal 28th! Tutes have been loading in the first quarter! They know what’s coming!  :rocket: ,2020-07-15T22:32:33Z,1577915,228135842
$AAPL MARKET CAP 2 Trillions. Price Shares $461.43Sooooonnnn. Only Apple Can do it!,2020-07-15T22:29:18Z,3084945,228135145
$SPY $AAPL $TSLA $MRNA $VIX just finished the sentiment report. You can find my email to subscribe to my free weekly/daily reports and follow my trades if you want to learn how to make $ trading properly. it&39;s free and i post all my trades so no bullshit here.,2020-07-15T22:26:34Z,1563159,228134522
$AAPL Needham boosts Apple’s price target on strength of services and wearables [URL],2020-07-15T22:23:03Z,3395308,228133700
"$AAL Expect Analyst upgrades to fix their sht analysis of American Airlines. They completely ignored the Cargo Business. [URL] American Airlines the New Amazon of Cargo. Just so happens $AMZN can make this story true, unless $AAPL Jumps in to head off the maneuver.",2020-07-15T22:21:30Z,3220473,228133334
$AAPL 7/15/2020 nice play today.,2020-07-15T22:19:38Z,2011420,228132886
$AAPL why Apple go up and $MSFT goDown? Hmmm,2020-07-15T22:16:01Z,3208981,228132008
$AAPL,2020-07-15T22:14:34Z,3752355,228131660
$AAPL was analyzed by 26 analysts. The buy consensus is at 86%. So analysts seem to be very confident about $AAPL. [URL],2020-07-15T22:14:00Z,47688,228131524
$TSLA $MSFT  $AAPL  the hacker should get a reward for hacking a $TWTR  account. better yet. is fluff news so the reward is a candy bar. but lets say he/she hack there BANK ACCOUNT. now that&39;s a major problem. so twtr account hacked? so what. lol,2020-07-15T22:13:54Z,3002146,228131502
$SPY $VXX $AAPL $UVXY  :woman_raising_hand:  Earnings period next couple of weeks. Lots of movement in and out of market. Play accordingly - Breakdown of market is not happening this week -,2020-07-15T22:13:20Z,1767909,228131355
"$AAPL Touched topped 423.60%.If you have symbols you want to analyze, comment on it with like! Buy low at 61.80% and sell high at 423.60% is best. Follow me and I will show you how.",2020-07-15T22:11:06Z,540996,228130818
$NVDA $TSM $AAPL $AMD $QCOM Taiwan semiconductors ER will be released Thursday at 2am EST time. This has the possibility to be an important catalyst event for the semiconductor sector.,2020-07-15T22:08:28Z,3283860,228130200
"$QQQ $SPY $AAPL not sure what strategy you guys are using to short. Most effective for me has been if I think it’s way overbought wait about a week for it to soar even higher. Place your put and wait for that little sell window, Sell. Repeat",2020-07-15T22:04:52Z,3455984,228129339
"$TWTR plot twist, it’s an $AAPL iCloud hack. Or a $GOOGL Gmail hack.",2020-07-15T22:03:25Z,747738,228128989
"UPDATED: Elon Musk, Bill Gates, Apple, Other Major Twitter Accounts Hacked By Bitcoin Scammers [URL] $TSLA $TWTR $MSFT $AAPL $UBER",2020-07-15T21:57:17Z,7108,228127527
"$AAPL company saved 14 billion dollars and released new expansion news, should get over 400 dollars tomorrow or Friday!",2020-07-15T21:56:09Z,3776213,228127254
$AAPL just keep chipping away at that 391,2020-07-15T21:54:44Z,1549420,228126858
"$AAPL The instrument trading higher still within the 4 Hour channel, and should extend higher within a wave (5). Here is the latest 4 Hour chart to members at [URL] showing the idea. elliottwave trading",2020-07-15T21:53:10Z,128933,228126427
$AAPL This going to 420. Options show it should be around October November.,2020-07-15T21:51:25Z,3573696,228126024
$AAPL That lunch time dip is so predictable.,2020-07-15T21:50:23Z,3573696,228125752
"$AAPL $391 after hours. With a good push from futures, this will go up after hours, and then to $400 tmw!",2020-07-15T21:50:14Z,3260527,228125718
"$AZN when Europe markets open , this one will fly , first vaccines. 100$ let’s go $SPY $AAPL $AMZN",2020-07-15T21:48:52Z,1888653,228125335
$UBER $AAPL High-profile Twitter accounts swept up in wave of apparent hacking [URL],2020-07-15T21:48:12Z,2762379,228125171
@Rockyboystocks me when $AAPL hits $400,2020-07-15T21:47:58Z,1885832,228125118
@otacon4130 I&39;ve already made an 90%+ profit from march with $AAPL at 214. I would stay away from Microsoft cause of shitty customer service but tech stocks will go naturally higher for 5g carriers. But I understand if you need to make profits elsewhere due to these reits being on the slow side.,2020-07-15T21:46:18Z,3310891,228124662
"$TSM $AAPL And $AMD, $NVDA and $QCOM. But there’ll be a war for 7nm wafer capacity between all of them. All are important customers of TSM.",2020-07-15T21:44:43Z,137504,228124255
$AAPL can this touch $450 this year?,2020-07-15T21:42:39Z,3743589,228123737
$AAPL 1- retaliation from China over Hwawei temper tantrum and apple drops like a rock,2020-07-15T21:42:10Z,1762189,228123619
@andyomega I very much disagree. I’ve held $TSLA since the 180s. $AAPL  since 2006-2007. $NFLX since 2010. $AMZN continuously since 2014. And many many other stocks very long term. Along the way I’ve never sold in fact accumulated more here and there. If you’re going to sell yourself  short and try to market time you might as well just be all cash at the end of each day. I do trade extra shares of many stocks I hold - trade extra shares long - all the time but I leave my long terms untouched.,2020-07-15T21:41:44Z,1004814,228123499
$AAPL It’s so for a pullback sold all my calls at the open and bought 100 weekly 400 puts for 7 bucks. Short term bearish because of rotation and NAS overdue fir a pullback,2020-07-15T21:40:37Z,1645838,228123190
"$AAPL Apple News adds audio stories, daily podcast and local news [URL]",2020-07-15T21:39:32Z,3395308,228122904
$AAPL $UBER Major Twitter accounts fall to apparent hacks [URL],2020-07-15T21:37:51Z,2762379,228122461
"Elon Musk, Bill Gates, Apple, Other Major Twitter Accounts Hacked By Bitcoin Scammers $AAPL $MSFT $TSLA via @[URL]",2020-07-15T21:37:45Z,3155204,228122432
$FB $AAPL $PTON let’s fly tomorrow my babies  :smiling_face_with_sunglasses: ,2020-07-15T21:37:38Z,3419970,228122403
$TWTR remember the Fappening? $AAPL. clearly that was way worse. No one cared in a couple days. Straight back to highs. Remember Equifax $EFX? Back to all time highs quickly. None of these ever matter.,2020-07-15T21:35:56Z,590871,228121939
$SPY Another big vaccine news coming $AZN $AAPL,2020-07-15T21:33:24Z,2832955,228121242
"$AAL once in a lifetime opportunity for $AMZN and $AAPL to acquire a fleet of 955 planes for practically nothing.  Huge volume lets them scoop up the shares, only a matter of time before they have 50 percent of the 500 Million share float.",2020-07-15T21:31:38Z,3220473,228120775
"Elon Musk, Bill Gates, Apple, Other Major Twitter Accounts Hacked By Bitcoin Scammers  $TSLA $AAPL $UBER $MSFT [URL]",2020-07-15T21:29:40Z,2762379,228120220
$SPY Follow my picks on good buys [URL] $AMD $AAPL $AMZN,2020-07-15T21:28:44Z,2832955,228119948
"$AAPL NEW ARTICLE : Apple News adds audio stories, daily podcast and local news [URL]",2020-07-15T21:25:43Z,1555408,228119065
$AAPL everyone peoples and companies twitter got hacked! Who cares. 400 tomorrow let’s go ladies and gents. That call volume is wild on them.,2020-07-15T21:24:44Z,2262567,228118770
"$TSM considering $AAPL is getting their chips made here now including computers, the moving from Intel is based on the fact that their chips are way better. $TSM will dominate",2020-07-15T21:18:28Z,815755,228116981
"set up to fill the gap at MNK , enjoy !       $AAPL $IBM $NVDA $AMZN",2020-07-15T21:18:19Z,167422,228116924
$AAPL when do you think this hits 400?,2020-07-15T21:17:18Z,3000940,228116609
$AAPL 400 coming soon!,2020-07-15T21:16:43Z,3776213,228116425
Apple&39;s $AAPL Twitter account also hacked $TWTR,2020-07-15T21:04:10Z,8203,228112785
$AAPL Apple’s Twitter gets hacked by bitcoin traders,2020-07-15T21:03:37Z,1885832,228112642
Top increases in  users holding for stocks held by Robinhood traders today:View the full list and history for all symbols on Robintrack: [URL] $MRNA: +631322. $VBIV: +93843. $AAPL: +72484. $RIGL: +67095. $F: +51796. AZN: +51567. GENE: +51558. AMZN: +50759. MSFT: +460210. TSLA: +4261,2020-07-15T21:02:18Z,621409,228112213
"$TSLA $MSFT $AAPL Someone hacked a bunch of CEOs accounts happening real-time asking to send them money be careful SCAM HACK that’s 2020 for you, hope they don’t hack POTUS account and start a WW3",2020-07-15T21:01:01Z,1486401,228111792
$SPY this man stock twitting from the 1800s. $AAPL $MSFT,2020-07-15T21:00:24Z,2266394,228111569
Your daily News digest for Apple Inc $AAPL [URL],2020-07-15T20:54:22Z,732840,228109725
Top Sell Flow Money - 07.15.2020 - $AAPL $MSFT $SHV $SPY via Super Stocks App,2020-07-15T20:43:26Z,323598,228106268
$AAL $AAPL $NFLX $AMZN $GS Rip us baby.Team’s overnight swing pos7/24 aapl 395 c7/14 nflx 550 c7/24 amzn 3200 c7/31 gs 220 c$aal shares from $11.6Btfd !  :baby_bottle: ,2020-07-15T20:43:04Z,1092817,228106137
$AAPL 400 eow,2020-07-15T20:37:16Z,1112123,228104368
$AAPL if everybody on this board bought 1 share at 391 we could break that wall and move up.,2020-07-15T20:35:02Z,1549420,228103694
$NFLX $QQQ $MSFT $AAPL,2020-07-15T20:31:09Z,1648548,228102461
"$TSLA  :fire:  :shorts:  :fire: I mistakenly criticized Dan Ive&39;s call initially . one thing he mentions multiple times was the heavy reliance on China for his price target . For him, Tesla is all about China . Of course, the Chinese auto market is the largest in the world and that&39;s why he&39;s giving a heavy waiting to Tesla&39;s Giga Shanghai Factory . which has actually begun contributing to Tesla&39;s vehicle delivery numbers and the revenue . And so that&39;s really great considering that the factory was built in under a year, which was last year . And this year it&39;s expected to do potentially over a 100,000 vehicles in its first year of operations which is really big considering Tesla did 367,000 vehicles in total last year without China helping them . $MSFT, $AAPL, $NFLX, $COST,",2020-07-15T20:30:14Z,3320592,228102103
good day!  $AAPL $AMD $AMZN $CREE $CRWD   can we see AAPL pop to 399 again soon?,2020-07-15T20:26:40Z,625833,228100926
$SPY $UVXY $AAPL $AMZN  I finally caught COVID. Lol.,2020-07-15T20:26:40Z,2195529,228100922
$AAPL apple is the best company.,2020-07-15T20:26:26Z,1257541,228100845
"$WKHS fantastic more news released in the last 24 hours .  We were mention ed with the biggest influential trillion-plus dollar capitalization stocks like Apple (NASDAQ: $AAPL ) or Microsoft (NASDAQ: $MSFT ), shares of Workhorse stand out.&quot;The broader averages continue to defy and electrify with their record-breaking rally. But while some may be questioning its durability, in a market made up of stocks, Workhorse Group (NASDAQ:WKHS) should be on your radar. Let’s see what’s happening off and on the price chart of WKHS stock and offer one risk-adjusted way to position more smartly for the road ahead.&quot;[URL]",2020-07-15T20:25:37Z,2157044,228100548
$QQQ $AAPL $TSLA $VIX $SPY  and it looks like you&39;re a WSB alum,2020-07-15T20:25:32Z,2835121,228100512
$AAPL nice push into 395 resistance area this morning.,2020-07-15T20:25:03Z,2920777,228100325
"$SPY $QQQ $AAPL $TSLA $VIX Poor bears. We didn&39;t get the sub 27 VIX that i had hoped for, but today was another big day nonetheless (hopefully for everybody). Today we added +25% NAV to the trading account since inception on 6/1.Me: Harvard grad and full time portfolio manager and trader w/ 10+ yrs exp. I retired from my full time gig after paying off all of my UG/Grad loans at 31 from trading and investing income. I funded a $40k account with the intention of showing people how they could earn extra income and potentially retire early through learning how to trade properly too. I also post all of my trades so there isn&39;t any bullshit. I will be sending out another sentiment report reviewing the option and volatility data this evening. If you want to subscribe to the free weekly and daily reports you can find my email listed on my account. Cheers.",2020-07-15T20:23:35Z,1563159,228099796
$AMD beautiful day! Still holding there and $AAPL. Picked up 7/31s of $SPY today as well. Debating on gambling on some big tech ER plays,2020-07-15T20:21:25Z,1631682,228099034
$NFLX tomorrow is going to be big. Will bring tech right along with it. $QQQ $MSFT $AAPL,2020-07-15T20:20:50Z,1076056,228098817
$SPY  $AAPL $MSFT  :face_with_tears_of_joy:  :man_shrugging:  :man_shrugging:  :man_shrugging:  :man_shrugging: ,2020-07-15T20:18:44Z,236839,228097986
$AAPL $NFLX Netflix you better report some damn good numbers tomorrow! Don’t F this up for tech!,2020-07-15T20:18:34Z,1549420,228097931
"$AAL How this Analyst sht the bed on ignoring the Cargo business is beyond me. What a clusterfck that was. Wow, jaw dropping blunder. Now $AAPL $AMZN are circling the wagon. 955 planes is a prize worth going after.",2020-07-15T20:18:25Z,3220473,228097865
$AAPL Top Stories Continued:  $AAPL rises after the General Court of the European Union today annulled the European Commission&39;s decision that Apple owed $14.9B in taxes to Ireland$UNH falls as provided mixed earnings results (beat on earnings while revenue missed estimates) and reaffirming its FY20 EPS guidance$WAT leads healthcare equipment names higher after issuing rev guidance above views (among top gainers in the S&amp;P),2020-07-15T20:16:54Z,94,228097199
"$AAPL Room to run, $410 is possible",2020-07-15T20:14:42Z,1812170,228096315
$GNLN $TSLA $AAPL $AMZN $ZM this is fun. [URL] on USA MSO only. Greenlane Holdings.  :face_with_tears_of_joy:  :waving_hand:  :rocket:  :money-mouth_face: Watch for the pivot I told u about. Stay safe out there!,2020-07-15T20:14:28Z,2909088,228096215
Tomorrow Netflix starts off tech reporting. Tech shines tomorrow. $AAPL $MSFT $SPY,2020-07-15T20:14:28Z,236839,228096212
$AAPL What if this went 425 Before ER.Then 375 After.And Then Bears claim victory?,2020-07-15T20:13:46Z,2178506,228095958
$AAPL outperforms 94% of all stocks! [URL],2020-07-15T20:13:00Z,47688,228095655
$AAPL Still holding calls for 07 17? Tumorrow sell it? Im down 80%,2020-07-15T20:12:56Z,3069332,228095627
$SPY $AAPL New Q poll. You love to see it.,2020-07-15T20:12:26Z,204553,228095439
"$AAPL .MM, throttled price all day.trade could have been so much higher!  Algo manipulation, with floor handler intervention for the close.  Somebody big, wanted out/somebody big got shares cheap.",2020-07-15T20:10:05Z,819540,228094526
"$TSLA $NVDA $AMD $AAPL $SPY  Reality comeback for bulls becoming closer. Last July week should be that treatment week from Dr. Bear. Our bullish patients should get some reality-pills, for stabilisation of that what remained from their brains.",2020-07-15T20:09:04Z,535296,228094119
"$AAPL Good job, bulls!  :thumbs_up: ",2020-07-15T20:07:02Z,3206306,228093287
$AAPL what a fucking disappointing day. to open up at 396 and go all the way down to 385. smh,2020-07-15T20:06:53Z,3439833,228093225
"$AAPL extremely overvalued, IMO it&39;ll disappoint after earnings in two weeks because while it will continue to be a cash cow, it&39;ll post very little YoY growth and disappointing guidance, not enough to justify these price levels",2020-07-15T20:05:49Z,2809207,228092800
$AAPL has done phenomenal the last 6 years. Where does it go from here?,2020-07-15T20:05:27Z,251592,228092671
"just a typical day of selling tech $FB  , $AAPL , $AMZN  and buying the cheap stuff taking profits and rinsing their hands. Just don&39;t get caught bag holding again!",2020-07-15T20:05:13Z,3231704,228092583
"$AAPL ALL TIME HIGH! $399.82 All Time Highest 7/13/2020 intraday  37,558,728 shares traded today  AAPL ALL TIME HIGHEST CLOSE! $390.903 aaplinvestors.net/stats/rank/ AAPL market CAP. +1.693 TRILLION    AAPL ALL TIME HIGH market CAP. +1.693TRILLION TODAY ycharts.com/companies/AAPL/market_cap",2020-07-15T20:04:57Z,43176,228092489
"$AAPLback to fcckin’ 395 it goesyou, sanava bish",2020-07-15T20:04:57Z,1651138,228092487
"$SPY .  :warning: on days like this reminds u 2 maintain a barbell  :person_lifting_weights_light_skin_tone:  approach  :check_mark_button: .  In fall we will have a FDA approved vaccine, that’s  when cyclical stocks &amp; banks will  :rocket:  $AAPL $MSFT $WFC $QQQ",2020-07-15T20:03:35Z,1315304,228091872
$AAPL Let’s see what kind of pamp we can get here in AH,2020-07-15T20:03:29Z,204553,228091827
$AAPL 410,2020-07-15T20:03:09Z,3305058,228091662
$AAPL $400,2020-07-15T20:02:41Z,3776213,228091421
$AAPL $405,2020-07-15T20:02:07Z,1604381,228091150
$SPY Yes taxpayers money is what&39;s holding up this bubble. Wealth transfer from the little guy. Please only those who can read need apply. $aapl $tsla $amzn $msft [URL],2020-07-15T20:01:17Z,1375287,228090755
@Dropshop I am guessing a good $TSM ER can pump $AAPL as well,2020-07-15T20:01:05Z,1277940,228090648
$AAPL Craziest shit EVER! $,2020-07-15T20:00:39Z,265383,228090457
"$SPY so banks posting record trading revenue, that&39;s why I wonder why they keep upgrading $TSLA, $AAPL , $AMZN.",2020-07-15T19:59:13Z,1210617,228089814
$AAPL watch $TSM earnings tmr pre-market,2020-07-15T19:58:50Z,1277940,228089649
"$AMZN nice 105% rise off the 3/23/20 low.  Where to now, is the question.$SPY $AAPL $QQQ",2020-07-15T19:56:49Z,252342,228088803
$AAPL 7/24 long enough for 400?,2020-07-15T19:55:17Z,3617984,228088127
$AAPL push and hold strong! WaitFor higher 390s to 400s to sell,2020-07-15T19:54:57Z,3002146,228087979
"$AAPL $GOOG $NFLX $AMZN $FB All I can say is hedge funds have probably made 10 years worth of profits in the past 4 months. The government always does what it does best, bail out the wealthy, while leaving the common man to fend for himself. No reason why the market should be this high except that it has been Trumps claim to fame. Just keep buying until the election. Apple $400 any day now!",2020-07-15T19:53:39Z,3101512,228087409
$AAPL every target price analyst across the board is bumping this share up right now.  Y’all ready?,2020-07-15T19:52:59Z,3752355,228087106
$TSLA $NVDA $AMD $AAPL $SPY,2020-07-15T19:52:06Z,535296,228086684
$AAPL it’s takes very few shares to move this right now,2020-07-15T19:51:12Z,204553,228086312
"$AAPL  Seriously though, this will break $400, if you’re going to short, at least wait until after earnings  :face_with_tears_of_joy: ",2020-07-15T19:49:59Z,3514158,228085747
$AAPL are you scared now that a governor is sick lol oops  :speak-no-evil_monkey:  you lost your shares too bad we’re breaking new 52 week highs soon!,2020-07-15T19:47:26Z,3543307,228084568
$AAPL $SPY Is he going to pamp every day this week?,2020-07-15T19:46:05Z,204553,228083937
$AAPL this is a cancer not a stock . get out now . buy puts thank me later,2020-07-15T19:45:45Z,3696416,228083779
$AAPL Bought 2 580 Calls for January . Cause when Wedbush makes a call you follow it!,2020-07-15T19:45:30Z,798028,228083652
$AAPL About to liftoff,2020-07-15T19:45:14Z,204553,228083543
$AAPL Trump talking. Let&39;s get a Pump! We need major infrastructure upgrades in this country. We need better long range travel options.$SPY These Shitty airlines just don&39;t cut it anymore.,2020-07-15T19:45:14Z,2178506,228083536
$AAPL $MSFT $SPY  Tech will shine 2morrow.,2020-07-15T19:44:19Z,236839,228083128
$AAPL Too easy WS! $,2020-07-15T19:44:00Z,265383,228082988
"$AAPL my 400 calls are expiring Friday, should I cut the loss :( or wait for tomorrow? What do you guys think?",2020-07-15T19:44:00Z,1098210,228082978
$AAPL when we hitting over 4 hunnid?!  Need my beer drinking money.,2020-07-15T19:42:56Z,841042,228082479
Approx.$15b tax victory appeal for $AAPL means continued buybacks and dividends,2020-07-15T19:40:03Z,3756155,228081195
"$SPY $AAPL $MSFT $TSLA It’s about god damn time, and $MRNA please please please come out with a news when you are 100% sure that you got the vaccine.",2020-07-15T19:38:35Z,1502923,228080542
$NVDA I said earlier NVDA is  :crossed_fingers: some  and is going to recover some of NVDA stock price early trading session losses. $AAPL  $MSFT $SMH $SPY,2020-07-15T19:37:15Z,593228,228079913
$AAPL you thought you would stop the king? Steve Jobs ghost has come back from the grave for more profits.,2020-07-15T19:37:02Z,3752355,228079817
"$AAPL $ 450 $475 $500 after iPhone 12 Pro Max, top notch 5G phone  :call_me_hand:  :flexed_biceps_medium_skin_tone:  :collision:  :rocket: ",2020-07-15T19:36:50Z,2785775,228079718
$AAPL end of year predictions ?,2020-07-15T19:36:26Z,3766680,228079516
$AAPL anyone has a level II screenshot?,2020-07-15T19:35:58Z,3262578,228079295
$AAPL 31-Jul-20 ATM Implied Volatility is up +4.7% to 45.5. Straddle Implies a Move of ±7.9%. Earnings Jul 30 AMC. [URL],2020-07-15T19:35:47Z,800154,228079207
$AAPL two trillion baby,2020-07-15T19:35:21Z,798028,228078997
$AAPL Fox Business pumping Trumps Speech on Infrastructure in a few minutes. Regarding Streamlining Projects.,2020-07-15T19:34:36Z,2178506,228078613
$AAPL better sell those calls . and get some put . $250 incoming,2020-07-15T19:33:51Z,3696416,228078240
"$AAPL Apple’s market valuation could balloon to $2 trillion by the end of the year, says Wedbush analyst Dan Ives.[URL]",2020-07-15T19:32:16Z,2785775,228077411
$AAPL we want 400. Then we want 420. Then we want $469. Print it.,2020-07-15T19:31:45Z,3143467,228077134
$NCLH $AAPL  cruise easy 100%. Keep an eye. Buy low now and ride the recovery,2020-07-15T19:30:37Z,941679,228076579
$AAPL Sold AAPL and bought $GSK here why.,2020-07-15T19:30:08Z,2197536,228076349
$AAPL Here we go again.Media covid newsKills the Market again.Congratulations  commies,2020-07-15T19:29:04Z,1249929,228075826
$AAPL Fly high BULLS!,2020-07-15T19:28:27Z,3792300,228075527
Is $AAPL gonna ride up like the last 30 minutes before close yesterday?,2020-07-15T19:27:56Z,3616890,228075280
"$AAPL The best that could happen is we close above 390 today, then tmw is a good day and we open at 396/397 and push to 400.",2020-07-15T19:27:23Z,3260527,228075031
$AAPL Bruh.  That was in the 90&39;s,2020-07-15T19:26:29Z,3770053,228074672
$AAPL Hmm. appears that we saw a similar kind of dip in the first 20 minutes of the power hour yesterday  :thinking_face:  :crossed_fingers: ,2020-07-15T19:24:58Z,3206306,228074061
$AAPL $SPY trump buying calls. This is why he’s late to the briefing,2020-07-15T19:24:21Z,3201016,228073798
$AAPL Ok who&39;s going short with me?,2020-07-15T19:24:15Z,1220110,228073756
$AAPL something tells me we are about to see some retarded shit towards close. Can’t tell if it’s going to be bearish shit or bullish shit.,2020-07-15T19:23:06Z,1549420,228073303
$AAPL all them upgrades &amp; nothing,2020-07-15T19:23:01Z,2893658,228073255
$ROKU $SNAP $AAPL all solid right now  :chart_increasing: ,2020-07-15T19:21:59Z,3704583,228072842
$AAPL Apple wins landmark tax bill battle against EU [URL],2020-07-15T19:21:32Z,3395308,228072646
$SPY who has that stocks tiles/ squares chart showing all the sectors red or green for today? $AAPL $DAL,2020-07-15T19:17:59Z,3754590,228071135
$AAPL  Serious cock block at 400. This is where they flush the call options.   They have to take some money off the table.  Might see a Roin Hood shake out soon. lol,2020-07-15T19:17:58Z,693717,228071126
$AAPL what happened today exactly at 2pm that made all tech stocks bump up?,2020-07-15T19:17:48Z,3262578,228071058
"$AAPL &quot;Coronavirus: Why everyone was wrong&quot;&quot;Those young and healthy people who currently walk around with a mask on their faces would be better off wearing a helmet instead, because the risk of something falling on their head is greater than that of getting a serious case of Covid-19.&quot; Beda M Stadler, the former director of the Institute for Immunology at the University of Bern, a biologist and professor [URL]",2020-07-15T19:17:33Z,3497796,228070955
$AAPL not impressive today,2020-07-15T19:16:42Z,379770,228070574
"$AAPL don’t fall for this, you bail out now and you’ll miss out. It’s a game",2020-07-15T19:16:11Z,3704583,228070335
$AAPL $395+ tmw if the futures show absolute strength,2020-07-15T19:16:08Z,3260527,228070313
"$AAPL so no one wants tech stocks now, what fools.",2020-07-15T19:16:08Z,3262578,228070312
$AAPL [URL],2020-07-15T19:14:53Z,835053,228069745
